,reviews.text,Aspects
701,Bought this for my wife and she loves it! This was our third kindle over a period of many years'Can't go wrong for the price.,"['wife', 'kindle', 'period']"
702,Love this tablet. Power lasts long. Short charge time. HD screen is really clear. Only con is that there are some apps not available like Google play. Very satified. Have a 128gb card in mine . Plenty of space for downloads. The camera has no flash and is not the best but I didnt buy this tablet for that. High recommend the HD tablet 8gb amazon fire. You want go wrong.,"['power', 'charge', 'time']"
703,This tablet does all the things I really need. I have it some thought before buying I don use most of the features a more expensive computer/tablet has. Have been very happy with my purchase.,"['tablet', 'thing', 'feature']"
704,Got this for my wife's birthday. She had an older model and wanted an upgrade. She seems very happy with it and uses it every day,"['wife', 'birthday', 'model']"
705,Very user friendly...long lasting battery....very clear display,"['user', 'battery', 'display']"
706,"Worse graphics, won't keep a wireless connection,overall not satisfied","['graphic', 'connection']"
707,Easy to transfer my stuff from my old Kindle into this new one. Love the price and how easy it is to use. Great buy.,"['transfer', 'stuff', 'love']"
708,"This is my first kindle. It works great for my use. Mostly reading, email, and Amazon shopping.","['kindle', 'use', 'email']"
709,"Amazon Fire HD8 is one of the best deal at 89$. Strong, efficient, low price and some Amazon features that I love. Youtube videos of how to get googleplay and android apps have made things lot more easier. And now, microsoft office is available online for free that I can access and edit my documents. What else do I need? Amazon is more respectable brand name than other low price brands or used/old models of high price brands. Definitely recommend it.","['price', 'brand', 'deal']"
710,I held off getting a tablet and wish I had done it sooner. The Amazon Fire 8 is great and easy to use,"['tablet', 'wish', 'use']"
711,"i have been looking at tablets for a long time, most of them a little expensive for what i would use it for. This tablet lets me read, email, searches and the best part I can buy books through amazon and not have to carry heavy books with me when i travel","['book', 'time', 'tablet']"
712,"Not the highest quality of tablet out there, but for the price you almost can't beat it, especially if you are an Amazon Prime member.","['quality', 'tablet', 'price']"
713,I liked the screen size and easy to read books at night. The battery has a long life. The outer rcase could be stronger because concerned about durability.,"['screen', 'size', 'read']"
714,Works great for everything we want our daughter to do,['daughter']
715,"it's wonderful. I love it. It's easy to watch movies, play games and read books.","['watch', 'movie', 'game']"
716,love it just like my other one just better!!! since I already own a kindle I knew this was what I wanted. Just needed a second one and a little bigger. Always loved the service and help I get at BB so I knew I would purchase it there!! Found salesman to be knowledgeable and most helpful. Thanks so much for your help and service,"['service', 'help', 'love']"
717,New Kindle replaced my old Kindle that had a lot of books. To my surprise the book transfer worked well. Seems to work surfing the net. Music sound is only okay.,"['book', 'work', 'lot']"
718,Great little device that does almost everything a Tablet does. I use it as my computer when I travel as well as a reader.,"['device', 'computer', 'reader']"
719,Has meet all my needs plus some. Recommend you buy a good stylus pen at the same time.,"['need', 'pen', 'time']"
720,It fits just right in your hand. Light weight. Love it,"['hand', 'weight', 'love']"
721,I extremely happy with my purchase. I like that the screen is just a little bigger and much faster.,['purchase']
722,"Good picture, works well, great variety of apps. keep in mind that you get apps from amazon, not google play, so they aren't always the same or same price","['picture', 'variety', 'mind']"
723,"This replaced my old Kindle Fire. I have not yet explored all of the features but, so far, it is performing very well. Tablet is a good size and weight, and easy to use.","['replace', 'feature', 'size']"
724,This tablet has been the best one for the price we have purchased 3 other tabs for our kids and they have all broke and ran super slow they love them would definitely recommend this to anyone who wants to save a buck but want quality,"['tablet', 'price', 'purchase']"
725,I would recommend this product it is a good tablet to use have had no problems.,"['product', 'tablet', 'use']"
726,"Kids love it, under $100 so the price is great. Don't have to worry about it getting mishandled as much. Still can't get them off the ipad though.","['love', 'price', 'ipad']"
727,"I went with this tablet based on many good customer reviews, but my experience was not a good one. From the start I was on the phone every day for at least an hour with Amazon tech support for one issue or another. Most of the techs were very polite, but not all knew the product very well. At one point I asked one of them about trying to save some RAM and they kept referring me to the storage, which told me they didn't even know the difference between RAM and regular storage. The internet browser was basic and it ran very slow at times, even when all my other wifi devices ran great. Then a day would pass and I'd be trying to type an email and the keyboard would just stop working...wtf??? Come to find out it's a ""known issue"" and ""they're working on it"". After two weeks of one thing after another I got fed up and just returned it. I wanted it to work, and gave it a good run, but just not quality stuff. To me it was like Walmart trying to build their own computer when they're obviously not a computer manufacturer, neither is Amazon. If I were you I'd look at a regular Android tablet from a reputable PC manufacturer, which is exactly what I did next. I got an ASUS tablet for only a few dollars more, and it's unbelievable. 1000% better in comparison to the Amazon Fire HD8. Save yourself the aggravation and go with ASUS or some other company that is specifically in the computer business full time. Sorry Amazon, not this time!","['tablet', 'time', 'computer']"
